code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
14CF.,,IBS,,,Long-term condition
J521.,,IBS,,,Long-term condition
J5210,,IBS,,,Long-term condition
J529.,,IBS,,,Long-term condition
J52y.,,IBS,,,Long-term condition
J52yz,,IBS,,,Long-term condition
J52z.,,IBS,,,Long-term condition
Jyu53,,IBS,,,Long-term condition
